prospect_id,industry,region,company_size,annual_revenue,employees,years_in_business,existing_relationship,website_visits,email_opens,email_clicks,sales_contacts,previous_applications,campaign,channel,days_since_last_interaction,engagement_score,converted,expected_revenue,acquisition_cost,expected_net_value,duplicate_application_flag,velocity_flag,gaming_risk_score,high_value_target,created_at,engagement_rate,sales_intensity,revenue_per_employee,is_recent_interaction,is_high_engagement,conversion_probability,customer_segment,ml_anomaly_flag,anomaly_score,expected_value_from_conversion,expected_business_value,risk_adjusted_value,target_priority_score,recommended_action,value_score,propensity_score,engagement_value_score,risk_penalty,marketing_priority_score,priority_band
102769,Professional Services,South,Small,3623778.0,1165,5,0,15,2,1,2,0,Cashback_Business,Web,35,20.9,0,0.0,1100,-1100.0,0,0,0,0,2026-04-15,0.5,0.125,3110.539055793992,0,0,0.5770344797247312,4,0,0.4828233173448651,0.0,-1100.0,-1100.0,0.560099515876129,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,57.70344797247312,57.558,0.0,56.0099515876129,HIGH
102770,Manufacturing,East,Small,3164240.0,21,24,1,6,3,6,4,1,Startup_Accelerator,Paid Search,8,36.4,1,98235.25,2800,95435.25,0,0,0,1,2026-06-12,2.0,0.5714285714285714,150678.09523809524,1,1,0.934932930709626,2,1,0.6051453121498563,91843.3701814928,89043.3701814928,89043.3701814928,0.9407678188193318,PRIORITIZE_HIGH_VALUE_OUTREACH,91.728,93.49329307096261,99.5,0.0,94.07678188193319,VERY_HIGH
102771,Manufacturing,West,Micro,3387350.0,1293,22,0,9,3,2,4,0,Startup_Accelerator,Social,87,23.8,0,0.0,1500,-1500.0,0,0,0,0,2026-06-10,0.6666666666666666,0.4,2619.7602474864657,0,1,0.5883955528527521,4,0,0.4360960686483527,0.0,-1500.0,-1500.0,0.5463799987837384,TARGET_WITH_PERSONALIZED_OFFER,37.612,58.83955528527521,74.98,0.0,54.63799987837385,HIGH
102772,Technology,North,Medium,326946.0,107,14,1,6,3,4,3,0,Cashback_Business,Web,60,29.4,0,0.0,1100,-1100.0,0,0,0,0,2026-02-15,1.3333333333333333,0.4285714285714285,3055.570093457944,0,1,0.7311227329091549,2,0,0.480472427834874,0.0,-1100.0,-1100.0,0.7023712298091196,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,73.11227329091548,94.024,0.0,70.23712298091196,HIGH
102773,Hospitality,South,Small,2563045.0,1023,25,0,8,3,3,4,0,Enterprise_Expansion,Email,84,25.5,1,85232.09,900,84332.09,0,0,0,0,2026-01-30,1.0,0.4444444444444444,2505.4203323558163,0,1,0.6461999824828837,4,0,0.4610316750323224,55076.97506497956,54176.97506497956,54176.97506497956,0.7610219921172976,PRIORITIZE_HIGH_VALUE_OUTREACH,87.088,64.61999824828837,82.712,0.0,76.10219921172975,VERY_HIGH
102774,Construction,South,Small,2539764.0,474,20,1,7,5,1,2,3,Travel_Corporate,Partner,44,23.1,0,0.0,2200,-2200.0,0,0,10,0,2026-03-27,0.2,0.25,5358.151898734177,0,0,0.4887004744868113,1,0,0.5255992294439716,0.0,-2200.0,-2450.0,0.4649522135190651,NURTURE_AND_RETARGET,29.206,48.870047448681134,71.408,5.0,41.49522135190651,MEDIUM
102775,Healthcare,West,Large,1203513.0,649,1,1,5,5,0,0,1,Business_Premium,Partner,26,15.0,0,0.0,2200,-2200.0,0,0,0,0,2026-08-03,0.0,0.0,1854.411402157165,1,0,0.2315258491120839,1,0,0.4791517098272831,0.0,-2200.0,-2200.0,0.2456556321004377,LOW_PRIORITY,29.206,23.15258491120839,19.624,0.0,24.565563210043774,LOW
102776,Retail,East,Micro,1626914.0,1397,28,0,5,3,2,1,1,Business_Premium,Web,116,14.6,0,0.0,1100,-1100.0,0,0,0,0,2026-03-27,0.6666666666666666,0.1666666666666666,1164.5769506084466,0,0,0.2203573504398919,1,0,0.4642354984982159,0.0,-1100.0,-1100.0,0.3197708076979513,NURTURE_AND_RETARGET,52.94799999999999,22.03573504398919,17.646,0.0,31.977080769795133,MEDIUM
102777,Healthcare,South,Micro,659953.0,1301,29,1,3,8,0,2,0,Travel_Corporate,Referral,108,21.0,0,0.0,1300,-1300.0,0,0,0,0,2026-07-07,0.0,0.5,507.2659492697925,0,0,0.3485933419080171,3,0,0.5326180636012874,0.0,-1300.0,-1300.0,0.4294760038586077,NURTURE_AND_RETARGET,44.59,34.85933419080171,58.272,0.0,42.947600385860774,MEDIUM
102778,Technology,South,Micro,5148437.0,474,8,0,8,5,2,0,1,Cashback_Business,Paid Search,112,17.4,0,0.0,2800,-2800.0,0,0,0,0,2026-08-08,0.4,0.0,10861.681434599155,0,0,0.1850424130646454,1,0,0.4777066993475065,0.0,-2800.0,-2800.0,0.2159350858790904,LOW_PRIORITY,18.628,18.50424130646454,33.733999999999995,0.0,21.593508587909042,LOW
102779,Logistics,West,Micro,1105229.0,241,18,0,10,4,1,0,0,SME_Growth,Email,1,15.3,0,0.0,900,-900.0,0,0,0,0,2026-02-19,0.25,0.0,4586.01244813278,1,0,0.5592847013005378,3,0,0.4817644672069984,0.0,-900.0,-900.0,0.5178651155852421,TARGET_WITH_PERSONALIZED_OFFER,63.986,55.928470130053775,21.118000000000002,0.0,51.7865115585242,HIGH
102780,Hospitality,North,Medium,3101696.0,560,31,0,8,5,1,4,1,Enterprise_Expansion,Partner,102,22.9,1,63684.63,2200,61484.63,0,0,0,0,2026-04-22,0.2,0.4444444444444444,5538.742857142857,0,0,0.5052079216497626,4,0,0.4583473332094047,32173.97956333412,29973.97956333412,29973.97956333412,0.6523355647423932,TARGET_WITH_PERSONALIZED_OFFER,81.272,50.52079216497626,70.27,0.0,65.23355647423932,HIGH
102781,Retail,South,Medium,2142534.0,1375,21,0,7,4,3,2,1,Travel_Corporate,Sales Outreach,81,21.9,1,29832.49,4200,25632.49,0,0,0,0,2026-01-23,0.75,0.25,1558.2065454545454,0,0,0.430578691569697,2,0,0.4249377933647029,12845.23451046607,8645.23451046607,8645.23451046607,0.5783724112063636,TARGET_WITH_PERSONALIZED_OFFER,73.2,43.0578691569697,64.206,0.0,57.837241120636364,HIGH
102782,Education,South,Micro,2908343.0,1033,6,1,6,6,1,1,3,Travel_Corporate,Partner,28,21.5,0,0.0,2200,-2200.0,0,0,10,0,2026-06-09,0.1666666666666666,0.1428571428571428,2815.433688286544,1,0,0.3456161599558841,1,0,0.5397093677223502,0.0,-2200.0,-2450.0,0.3811002719801479,NURTURE_AND_RETARGET,29.206,34.561615995588404,61.675999999999995,5.0,33.110027198014784,MEDIUM
102783,Logistics,West,Micro,8697798.0,472,9,0,3,2,1,1,1,Startup_Accelerator,Social,90,9.3,0,0.0,1500,-1500.0,0,0,0,0,2026-07-11,0.5,0.25,18427.53813559322,0,0,0.1023573280258776,1,0,0.4916206494200182,0.0,-1500.0,-1500.0,0.1817587976116449,LOW_PRIORITY,37.612,10.23573280258776,2.028,0.0,18.17587976116449,LOW
102784,Manufacturing,South,Micro,1680883.0,1106,30,1,4,5,1,3,0,Cashback_Business,Web,110,22.7,0,0.0,1100,-1100.0,0,0,0,0,2026-02-07,0.2,0.6,1519.7857142857142,0,0,0.5162297279486714,4,0,0.4519032429371628,0.0,-1100.0,-1100.0,0.5558733775769021,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,51.62297279486714,69.126,0.0,55.587337757690214,HIGH
102785,Professional Services,South,Large,3166818.0,645,18,1,7,4,3,5,0,Enterprise_Expansion,Email,4,32.9,0,0.0,900,-900.0,0,0,0,0,2026-08-26,0.75,0.625,4909.7953488372095,1,1,0.9091212352713558,4,0,0.5439255412661823,0.0,-900.0,-900.0,0.8291555558721102,PRIORITIZE_HIGH_VALUE_OUTREACH,63.986,90.91212352713558,98.05,0.0,82.915555587211,VERY_HIGH
102786,Education,North,Medium,6624837.0,706,30,0,10,3,1,2,2,SME_Growth,Paid Search,40,18.1,0,0.0,2800,-2800.0,0,0,10,0,2026-07-09,0.3333333333333333,0.1818181818181818,9383.62181303116,0,0,0.5258160613988858,1,0,0.4716058590980905,0.0,-2800.0,-3050.0,0.3781312276294986,NURTURE_AND_RETARGET,18.628,52.58160613988858,38.157999999999994,5.0,32.81312276294986,MEDIUM
102787,Healthcare,South,Small,4082933.0,1318,20,0,9,6,0,1,1,Travel_Corporate,Partner,27,16.4,0,0.0,2200,-2200.0,0,0,0,0,2026-06-19,0.0,0.1,3097.8247344461306,1,0,0.3874429464032471,1,0,0.4584177242940523,0.0,-2200.0,-2200.0,0.3310703258814612,NURTURE_AND_RETARGET,29.206,38.74429464032471,27.250000000000004,0.0,33.107032588146126,MEDIUM
102788,Healthcare,West,Small,1581747.0,1205,10,1,9,3,4,1,0,SME_Growth,Social,18,27.8,1,31597.03,1500,30097.03,0,0,0,1,2026-02-17,1.3333333333333333,0.1,1312.653112033195,1,1,0.7581380618404444,2,0,0.4857646542796269,23954.911084114377,22454.911084114377,22454.911084114377,0.7980781278282,PRIORITIZE_HIGH_VALUE_OUTREACH,78.808,75.81380618404444,90.544,0.0,79.80781278282001,VERY_HIGH
102789,Manufacturing,North,Small,742520.0,1000,13,0,5,5,3,3,2,SME_Growth,Partner,68,23.5,1,21215.16,2200,19015.16,0,0,10,0,2026-03-18,0.6,0.5,742.52,0,0,0.4100974019516158,1,0,0.5061547854718408,8700.281997987842,6500.281997987842,6250.281997987842,0.5843878308782271,TARGET_WITH_PERSONALIZED_OFFER,72.21600000000001,41.009740195161584,73.544,5.0,53.43878308782271,HIGH
102790,Technology,North,Micro,1515535.0,1289,2,0,11,6,1,2,0,Enterprise_Expansion,Web,25,22.5,0,0.0,1100,-1100.0,0,0,0,0,2026-04-16,0.1666666666666666,0.1666666666666666,1175.744763382467,1,0,0.524263324425481,4,0,0.4414788037781736,0.0,-1100.0,-1100.0,0.5571044959914664,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,52.426332442548095,67.93400000000001,0.0,55.71044959914664,HIGH
102791,Construction,North,Large,4196093.0,1442,5,0,5,5,2,0,0,Travel_Corporate,Email,7,15.0,0,0.0,900,-900.0,0,0,0,0,2026-05-03,0.4,0.0,2909.911927877947,1,0,0.3465738705937196,3,0,0.4723933030603119,0.0,-900.0,-900.0,0.4191572417671738,NURTURE_AND_RETARGET,63.986,34.657387059371956,19.624,0.0,41.915724176717376,MEDIUM
102792,Education,East,Medium,3343047.0,614,33,0,10,6,1,4,0,Travel_Corporate,Paid Search,68,25.7,1,104940.28,2800,102140.28,0,0,0,0,2026-01-06,0.1666666666666666,0.3636363636363636,5444.701954397394,0,1,0.6838886233946168,4,0,0.4536263192173241,71767.46362784563,68967.46362784563,68967.46362784563,0.7879298805275776,PRIORITIZE_HIGH_VALUE_OUTREACH,89.44800000000001,68.38886233946168,83.556,0.0,78.79298805275776,VERY_HIGH
102793,Education,West,Medium,6621534.0,128,1,0,6,1,1,0,0,SME_Growth,Email,58,8.5,0,0.0,900,-900.0,0,0,0,0,2026-04-12,1.0,0.0,51730.734375,0,0,0.1443746848859251,3,0,0.5039521176711909,0.0,-900.0,-900.0,0.2914436081986663,NURTURE_AND_RETARGET,63.986,14.437468488592508,1.262,0.0,29.14436081986663,MEDIUM
102794,Financial Services,East,Small,2512246.0,1147,12,1,7,1,5,1,0,Travel_Corporate,Web,12,26.3,1,70855.01,1100,69755.01,0,0,0,1,2026-08-15,5.0,0.125,2190.2755013077594,1,1,0.7777414814592567,2,0,0.5457913269936887,55106.880446210445,54006.880446210445,54006.880446210445,0.8264136666566655,PRIORITIZE_HIGH_VALUE_OUTREACH,87.05199999999999,77.77414814592566,85.874,0.0,82.64136666566655,VERY_HIGH
102795,Logistics,South,Small,1613151.0,420,28,0,8,4,1,2,0,Cashback_Business,Email,62,17.7,1,24387.15,900,23487.15,0,0,0,0,2026-06-19,0.25,0.2222222222222222,3840.8357142857135,0,0,0.4919735905170079,3,0,0.3918926265654475,11997.83374797685,11097.83374797685,11097.83374797685,0.5522361157326535,TARGET_WITH_PERSONALIZED_OFFER,74.288,49.197359051700786,35.42,0.0,55.22361157326536,HIGH
102796,Hospitality,North,Small,792706.0,1178,18,0,8,2,1,3,0,Travel_Corporate,Referral,115,17.3,0,0.0,1300,-1300.0,0,0,0,0,2026-08-03,0.5,0.3333333333333333,672.9252971137521,0,0,0.262538308455983,3,0,0.4467836541405532,0.0,-1300.0,-1300.0,0.3400992388051924,NURTURE_AND_RETARGET,44.59,26.2538308455983,32.946,0.0,34.00992388051924,MEDIUM
102797,Logistics,East,Micro,1041828.0,1216,30,1,6,2,2,0,0,Business_Premium,Sales Outreach,93,17.200000000000003,0,0.0,4200,-4200.0,0,0,0,0,2026-08-06,1.0,0.0,856.766447368421,0,0,0.4049155871473807,3,0,0.4451242647766246,0.0,-4200.0,-4200.0,0.2698150142163213,NURTURE_AND_RETARGET,6.474,40.49155871473807,32.472,0.0,26.98150142163213,MEDIUM
102798,Construction,South,Small,1227683.0,297,21,0,3,6,3,3,1,Business_Premium,Web,70,23.1,0,0.0,1100,-1100.0,0,0,0,0,2026-05-28,0.5,0.75,4133.6127946127945,0,0,0.4547863846982605,2,0,0.4917666471015182,0.0,-1100.0,-1100.0,0.5327878731142173,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,45.47863846982605,71.408,0.0,53.27878731142172,HIGH
102799,Healthcare,East,Micro,12976635.0,669,7,0,9,2,2,0,1,Travel_Corporate,Paid Search,94,14.6,0,0.0,2800,-2800.0,0,0,0,0,2026-03-22,1.0,0.0,19397.06278026905,0,0,0.2056441906534832,1,0,0.4769366234159814,0.0,-2800.0,-2800.0,0.1930298857940674,LOW_PRIORITY,18.628,20.564419065348318,17.646,0.0,19.302988579406744,LOW
102800,Healthcare,North,Micro,1073285.0,54,5,0,9,5,1,4,1,Travel_Corporate,Email,105,23.7,0,0.0,900,-900.0,0,0,0,0,2026-03-15,0.2,0.4,19875.64814814815,0,0,0.3318791393467243,4,0,0.4630517674790269,0.0,-900.0,-900.0,0.5223166127060259,TARGET_WITH_PERSONALIZED_OFFER,63.986,33.18791393467243,74.51,0.0,52.231661270602594,HIGH
102801,Healthcare,South,Small,1085948.0,1332,15,0,5,3,2,1,0,Business_Premium,Sales Outreach,9,14.6,1,28870.57,4200,24670.57,0,0,0,0,2026-08-23,0.6666666666666666,0.1666666666666666,815.2762762762762,1,0,0.3657143775827078,3,0,0.4378257077759666,10558.382538007998,6358.382538007998,6358.382538007998,0.4524094699122185,NURTURE_AND_RETARGET,72.15599999999999,36.57143775827078,17.646,0.0,45.24094699122185,MEDIUM
102802,Financial Services,North,Large,1717641.0,323,9,1,8,5,1,1,0,Startup_Accelerator,Referral,45,21.9,0,0.0,1300,-1300.0,0,0,0,0,2026-06-14,0.2,0.1111111111111111,5317.773993808049,0,0,0.5463393467019279,3,0,0.3982715675495458,0.0,-1300.0,-1300.0,0.5303297060158675,TARGET_WITH_PERSONALIZED_OFFER,44.59,54.63393467019279,64.206,0.0,53.032970601586754,HIGH
102803,Healthcare,North,Large,9824664.0,383,18,0,11,7,0,1,0,Cashback_Business,Web,29,19.200000000000003,0,0.0,1100,-1100.0,0,0,0,0,2026-08-08,0.0,0.0833333333333333,25651.86422976501,1,0,0.5691690348833173,3,0,0.4788918488229743,0.0,-1100.0,-1100.0,0.5335000656974928,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,56.91690348833173,46.028000000000006,0.0,53.35000656974928,HIGH
102804,Construction,East,Micro,5609848.0,1266,12,1,6,3,1,1,1,Business_Premium,Paid Search,17,17.9,0,0.0,2800,-2800.0,0,0,0,0,2026-08-09,0.3333333333333333,0.1428571428571428,4431.159557661928,1,0,0.4451441874144277,1,0,0.4197142865717083,0.0,-2800.0,-2800.0,0.3395248843364925,NURTURE_AND_RETARGET,18.628,44.51441874144277,37.006,0.0,33.95248843364925,MEDIUM
102805,Manufacturing,West,Micro,2710089.0,752,27,0,9,2,2,3,0,Travel_Corporate,Web,78,20.6,1,59981.1,1100,58881.1,0,0,0,0,2026-06-26,1.0,0.3,3603.841755319149,0,0,0.6082268278522627,4,0,0.423984607086862,36482.11418408936,35382.114184089354,35382.114184089354,0.6750220725335181,TARGET_WITH_PERSONALIZED_OFFER,82.92,60.82268278522627,55.55,0.0,67.50220725335183,HIGH
102806,Hospitality,South,Small,719646.0,239,14,1,9,3,1,1,1,Startup_Accelerator,Sales Outreach,8,20.3,0,0.0,4200,-4200.0,0,0,0,0,2026-03-11,0.3333333333333333,0.1,3011.071129707113,1,0,0.5637045216854998,1,0,0.4388236634238389,0.0,-4200.0,-4200.0,0.3835900347584749,NURTURE_AND_RETARGET,6.474,56.37045216854998,53.632000000000005,0.0,38.35900347584749,MEDIUM
102807,Construction,South,Medium,3068221.0,765,13,0,4,2,0,0,0,Enterprise_Expansion,Paid Search,95,5.6,0,0.0,2800,-2800.0,0,0,0,0,2026-03-10,0.0,0.0,4010.7464052287582,0,0,0.0764756107671765,3,0,0.5448308740212575,0.0,-2800.0,-2800.0,0.0999360248452294,LOW_PRIORITY,18.628,7.6475610767176505,0.16199999999999998,0.0,9.993602484522944,LOW
102808,Hospitality,West,Large,7052467.0,1378,30,0,7,2,0,0,0,Cashback_Business,Social,51,8.0,0,0.0,1500,-1500.0,0,0,0,0,2026-04-02,0.0,0.0,5117.900580551524,0,0,0.2800903338016434,3,0,0.5032973502981584,0.0,-1500.0,-1500.0,0.2594386502107395,NURTURE_AND_RETARGET,37.612,28.00903338016434,0.878,0.0,25.94386502107395,MEDIUM
102809,Construction,South,Medium,12000858.0,1466,9,0,6,1,0,0,3,SME_Growth,Web,74,6.000000000000001,0,0.0,1100,-1100.0,1,0,65,0,2026-07-28,0.0,0.0,8186.124147339699,0,0,0.073362141026814,1,1,0.6186300585519154,0.0,-1100.0,-2725.0,0.0547127408655165,REVIEW_FOR_GAMING,52.94799999999999,7.3362141026814,0.26,32.5,0.0,LOW
102810,Healthcare,East,Medium,335710.0,1147,34,1,5,5,2,6,0,Enterprise_Expansion,Paid Search,29,32.0,1,10049.76,2800,7249.76,0,0,0,1,2026-06-21,0.4,1.0,292.68526591107235,1,1,0.877259058738256,4,0,0.5407644178328818,8816.242998145377,6016.242998145377,6016.242998145377,0.8415785764322152,PRIORITIZE_HIGH_VALUE_OUTREACH,72.0,87.72590587382561,97.406,0.0,84.15785764322153,VERY_HIGH
102811,Manufacturing,South,Micro,1366725.0,96,12,0,6,4,1,4,1,Travel_Corporate,Social,18,20.1,1,27920.43,1500,26420.43,0,0,0,0,2026-04-01,0.25,0.5714285714285714,14236.71875,1,0,0.5119246922783233,4,0,0.4450455169901171,14293.157536028466,12793.157536028466,12793.157536028466,0.5971821115252455,TARGET_WITH_PERSONALIZED_OFFER,75.056,51.192469227832326,52.059999999999995,0.0,59.71821115252454,HIGH
102812,Education,East,Micro,3256170.0,1087,25,0,10,1,2,3,2,Travel_Corporate,Web,71,20.2,0,0.0,1100,-1100.0,0,0,10,0,2026-06-10,2.0,0.2727272727272727,2995.55657773689,0,0,0.4943761011753141,1,0,0.5077431217073863,0.0,-1100.0,-1350.0,0.5132512455288913,NURTURE_AND_RETARGET,52.94799999999999,49.43761011753141,52.732,5.0,46.32512455288913,MEDIUM
102813,Logistics,South,Micro,10297776.0,851,22,1,6,1,4,2,0,Travel_Corporate,Email,30,25.0,1,153871.33,900,152971.33,0,0,0,1,2026-04-23,4.0,0.2857142857142857,12100.794359576968,1,1,0.8007374437812598,2,0,0.4911886724502794,123210.53545542268,122310.53545542268,122310.53545542268,0.8509478497015668,PRIORITIZE_HIGH_VALUE_OUTREACH,94.128,80.07374437812598,80.584,0.0,85.09478497015668,VERY_HIGH
102814,Professional Services,East,Medium,790438.0,95,5,0,13,3,2,1,1,SME_Growth,Social,47,21.0,1,20567.02,1500,19067.02,0,0,0,0,2026-05-19,0.6666666666666666,0.0714285714285714,8320.4,0,0,0.4703173116397493,2,0,0.4743548616906183,9673.025554840957,8173.025554840957,8173.025554840957,0.5836307902378872,TARGET_WITH_PERSONALIZED_OFFER,72.98400000000001,47.03173116397493,58.272,0.0,58.36307902378872,HIGH
102815,Manufacturing,West,Micro,980502.0,270,15,1,5,4,1,2,0,Travel_Corporate,Email,59,20.3,0,0.0,900,-900.0,0,0,0,0,2026-05-26,0.25,0.3333333333333333,3631.488888888889,0,0,0.4967240906713288,3,0,0.3958993207625583,0.0,-900.0,-900.0,0.554740840802098,TARGET_WITH_PERSONALIZED_OFFER,63.986,49.672409067132875,53.632000000000005,0.0,55.47408408020979,HIGH
102816,Education,South,Medium,1843159.0,927,18,0,6,1,1,2,0,Business_Premium,Sales Outreach,73,12.5,0,0.0,4200,-4200.0,0,0,0,0,2026-01-19,1.0,0.2857142857142857,1988.3052858683927,0,0,0.233990058400333,3,0,0.4410175394201209,0.0,-4200.0,-4200.0,0.1454145262801499,LOW_PRIORITY,6.474,23.3990058400333,8.73,0.0,14.541452628014985,LOW
102817,Technology,East,Medium,721721.0,1099,13,0,11,1,4,3,0,Business_Premium,Sales Outreach,72,26.0,1,19240.35,4200,15040.35,0,0,0,0,2026-06-17,4.0,0.25,656.7070063694267,0,1,0.6201371357015772,2,0,0.5194608375932894,11931.65553889584,7731.65553889584,7731.65553889584,0.7033317110657098,TARGET_WITH_PERSONALIZED_OFFER,72.796,62.01371357015773,84.74199999999999,0.0,70.33317110657097,HIGH
102818,Construction,North,Micro,410581.0,366,15,0,10,2,1,2,0,Enterprise_Expansion,Sales Outreach,34,16.9,0,0.0,4200,-4200.0,0,0,0,0,2026-01-14,0.5,0.1818181818181818,1121.8060109289618,0,0,0.4874137189360653,3,0,0.4210194403962611,0.0,-4200.0,-4200.0,0.3025151735212294,NURTURE_AND_RETARGET,6.474,48.74137189360653,30.259999999999998,0.0,30.251517352122935,MEDIUM
102819,Technology,North,Large,24424934.0,404,25,0,11,5,1,2,1,Enterprise_Expansion,Partner,70,21.3,1,422597.5,2200,420397.5,0,0,0,0,2026-05-23,0.2,0.1666666666666666,60457.75742574257,0,0,0.6436413510092359,0,0,0.4425169021512932,272001.2258331256,269801.2258331256,269801.2258331256,0.7533886079541562,PRIORITIZE_HIGH_VALUE_OUTREACH,98.084,64.36413510092359,60.228,0.0,75.33886079541563,VERY_HIGH
102820,Education,North,Small,2276218.0,558,34,1,10,5,2,2,0,Business_Premium,Web,43,28.0,0,0.0,1100,-1100.0,0,0,0,0,2026-05-29,0.4,0.1818181818181818,4079.2437275985662,0,1,0.8317529072008217,2,0,0.4339187499761938,0.0,-1100.0,-1100.0,0.7416748082403698,TARGET_WITH_PERSONALIZED_OFFER,52.94799999999999,83.17529072008217,91.034,0.0,74.16748082403697,HIGH
102821,Manufacturing,South,Large,1525046.0,1116,2,1,5,2,1,2,1,Travel_Corporate,Social,37,17.9,0,0.0,1500,-1500.0,0,0,0,0,2026-04-16,0.5,0.3333333333333333,1366.5286738351251,0,0,0.3439150131878545,1,0,0.4154122897673704,0.0,-1500.0,-1500.0,0.3604157559345345,NURTURE_AND_RETARGET,37.612,34.39150131878545,37.006,0.0,36.04157559345345,MEDIUM
102822,Construction,East,Large,895016.0,1343,21,1,10,3,0,0,1,Business_Premium,Email,59,16.6,1,31077.87,900,30177.87,0,0,0,0,2026-03-26,0.0,0.0,666.4303797468355,0,0,0.4233005091857506,1,0,0.4720551815434685,13155.278195408562,12255.278195408562,12255.278195408562,0.5093912291335878,TARGET_WITH_PERSONALIZED_OFFER,74.804,42.330050918575054,28.546,0.0,50.93912291335878,HIGH
102823,Professional Services,North,Micro,2820783.0,1461,23,0,9,2,1,1,0,Cashback_Business,Paid Search,112,14.1,0,0.0,2800,-2800.0,0,0,0,0,2026-04-04,0.5,0.1,1930.7207392197124,0,0,0.2541715463593242,3,0,0.4480071458575211,0.0,-2800.0,-2800.0,0.2098231958616959,LOW_PRIORITY,18.628,25.41715463593242,15.124,0.0,20.982319586169588,LOW
102824,Healthcare,South,Small,1688720.0,430,17,0,6,7,1,2,0,Travel_Corporate,Partner,88,19.700000000000003,0,0.0,2200,-2200.0,0,0,0,0,2026-02-09,0.1428571428571428,0.2857142857142857,3927.255813953489,0,0,0.3054906277827115,3,0,0.4269251204011133,0.0,-2200.0,-2200.0,0.3386197825022202,NURTURE_AND_RETARGET,29.206,30.549062778271153,49.464000000000006,0.0,33.86197825022202,MEDIUM
102825,Construction,East,Micro,6425260.0,974,4,0,6,3,0,2,0,Startup_Accelerator,Web,82,12.4,0,0.0,1100,-1100.0,0,0,0,0,2026-01-31,0.0,0.2857142857142857,6596.776180698152,0,0,0.1564585707195918,3,0,0.4352452875310348,0.0,-1100.0,-1100.0,0.2721803568238163,NURTURE_AND_RETARGET,52.94799999999999,15.64585707195918,8.228,0.0,27.218035682381625,MEDIUM
102826,Construction,North,Medium,998548.0,512,1,0,6,5,3,3,0,Business_Premium,Paid Search,86,24.3,0,0.0,2800,-2800.0,0,0,0,0,2026-04-14,0.6,0.4285714285714285,1950.2890625,0,1,0.3396272634185685,2,0,0.4373087109587014,0.0,-2800.0,-2800.0,0.3728342685383559,NURTURE_AND_RETARGET,18.628,33.96272634185685,77.402,0.0,37.283426853835586,MEDIUM
102827,Manufacturing,North,Small,2869186.0,1185,7,0,8,3,3,3,1,SME_Growth,Web,11,23.5,1,78366.87,1100,77266.87,0,0,0,0,2026-05-26,1.0,0.3333333333333333,2421.2540084388183,1,0,0.6276677403541187,2,0,0.4701502864677714,49188.356211524966,48088.356211524966,48088.356211524966,0.7300204831593534,TARGET_WITH_PERSONALIZED_OFFER,85.85199999999999,62.76677403541186,73.544,0.0,73.00204831593533,HIGH
102828,Manufacturing,South,Large,2748232.0,825,31,0,4,3,2,2,1,SME_Growth,Sales Outreach,100,15.8,0,0.0,4200,-4200.0,0,0,0,0,2026-05-21,0.6666666666666666,0.4,3331.190303030303,0,0,0.322438849715161,1,0,0.4480455838677968,0.0,-4200.0,-4200.0,0.2155164823718224,LOW_PRIORITY,6.474,32.2438849715161,23.880000000000003,0.0,21.551648237182246,LOW
102829,Education,East,Micro,4990583.0,1302,21,1,2,7,0,1,1,Cashback_Business,Web,67,17.0,0,0.0,1100,-1100.0,0,0,0,0,2026-05-16,0.0,0.3333333333333333,3833.0130568356376,0,0,0.2606334187051254,1,0,0.5138292641034021,0.0,-1100.0,-1100.0,0.3648630384173064,NURTURE_AND_RETARGET,52.94799999999999,26.06334187051254,31.130000000000003,0.0,36.48630384173064,MEDIUM
102830,Retail,South,Medium,2432538.0,1186,12,0,4,8,1,2,0,Cashback_Business,Web,46,19.3,0,0.0,1100,-1100.0,0,0,0,0,2026-03-26,0.125,0.4,2051.043844856661,0,0,0.3390634530676487,3,0,0.4633189944442359,0.0,-1100.0,-1100.0,0.4308485538804419,NURTURE_AND_RETARGET,52.94799999999999,33.90634530676487,46.476,0.0,43.08485538804419,MEDIUM
102831,Construction,North,Large,5189542.0,857,5,0,7,4,0,1,0,Startup_Accelerator,Sales Outreach,44,12.4,0,0.0,4200,-4200.0,0,0,0,0,2026-07-31,0.0,0.125,6055.474912485414,0,0,0.2112972906629146,3,0,0.4316885780346726,0.0,-4200.0,-4200.0,0.1341987807983115,LOW_PRIORITY,6.474,21.12972906629146,8.228,0.0,13.419878079831157,LOW
102832,Logistics,South,Medium,3924500.0,381,3,0,5,3,1,1,0,Enterprise_Expansion,Referral,108,12.1,0,0.0,1300,-1300.0,0,0,0,0,2026-06-23,0.3333333333333333,0.1666666666666666,10300.524934383202,0,0,0.1116125642633789,3,0,0.4445734791797641,0.0,-1300.0,-1300.0,0.2213986539185205,LOW_PRIORITY,44.59,11.16125642633789,7.553999999999999,0.0,22.13986539185205,LOW
