prospect_id,industry,region,channel,campaign,previous_applications,website_visits,email_opens,email_clicks,sales_contacts,duplicate_application_flag,velocity_flag,gaming_risk_score,ml_anomaly_flag,anomaly_score
102867,Logistics,North,Referral,Travel_Corporate,3,9,4,3,4,0,0,10,1,0.5942178974197863
122884,Manufacturing,East,Sales Outreach,Enterprise_Expansion,2,12,3,4,2,0,0,10,1,0.5942040015358853
116061,Financial Services,North,Paid Search,Business_Premium,2,11,8,3,1,0,0,10,1,0.5941905619822784
104439,Education,North,Sales Outreach,Startup_Accelerator,3,10,3,1,5,0,0,10,1,0.5932507432369823
120664,Professional Services,West,Web,Travel_Corporate,3,3,4,0,4,0,0,10,1,0.5928434586658974
124247,Technology,West,Referral,Startup_Accelerator,3,12,5,2,3,0,0,10,1,0.5927373949606631
105538,Construction,East,Email,Startup_Accelerator,2,10,7,3,3,0,0,10,1,0.5925369793391982
119657,Hospitality,North,Email,Startup_Accelerator,2,11,4,1,6,0,0,10,1,0.5922302317098588
107580,Hospitality,East,Web,Startup_Accelerator,2,3,8,0,0,0,0,10,1,0.5922156141515744
117451,Logistics,East,Web,Startup_Accelerator,2,4,8,2,5,0,0,10,1,0.5918730730519601
116806,Education,North,Paid Search,Startup_Accelerator,4,9,5,2,4,0,0,10,1,0.5915842207098686
105826,Technology,South,Paid Search,Cashback_Business,3,5,7,0,0,0,0,10,1,0.5914404621033502
106308,Logistics,West,Referral,Cashback_Business,3,13,4,1,3,0,0,10,1,0.5912726321141479
108023,Healthcare,West,Referral,SME_Growth,2,13,3,0,0,0,0,10,1,0.5902482831035539
120587,Manufacturing,East,Referral,Enterprise_Expansion,2,5,2,0,6,0,0,10,1,0.5901967144462769
110532,Manufacturing,East,Partner,Cashback_Business,2,11,2,4,1,0,0,10,1,0.5900907964991846
110428,Healthcare,North,Paid Search,SME_Growth,3,5,5,3,0,0,0,10,1,0.5898014744736194
114345,Financial Services,East,Email,Enterprise_Expansion,2,6,0,4,0,0,0,10,1,0.5897255251908601
123831,Hospitality,East,Social,Business_Premium,2,3,7,3,3,0,0,10,1,0.5895550588345351
113384,Logistics,North,Web,Business_Premium,4,9,2,0,1,0,0,10,1,0.5888850498025305
109347,Professional Services,North,Paid Search,SME_Growth,3,7,4,0,0,0,0,10,1,0.5888431039787804
123132,Technology,South,Web,Travel_Corporate,2,6,1,5,0,0,0,10,1,0.5888206136626533
109091,Hospitality,West,Email,Startup_Accelerator,2,2,2,3,1,0,0,10,1,0.5888160821388619
103096,Technology,West,Email,SME_Growth,4,3,4,2,4,0,0,10,1,0.5887783002932466
118556,Professional Services,East,Paid Search,Travel_Corporate,4,6,6,3,2,0,0,10,1,0.5887603902105534
114169,Retail,West,Partner,Business_Premium,2,3,1,2,0,0,0,10,1,0.588594834643205
105849,Retail,North,Web,Business_Premium,2,2,0,2,2,0,0,10,1,0.5883965589287891
122507,Healthcare,West,Paid Search,Business_Premium,2,5,6,2,5,0,0,10,1,0.5882863445585101
124685,Professional Services,West,Sales Outreach,SME_Growth,2,9,3,5,2,0,0,10,1,0.5881841288907954
110656,Logistics,North,Email,SME_Growth,3,4,5,0,4,0,0,10,1,0.5878879893552897
116460,Professional Services,East,Sales Outreach,Business_Premium,2,12,2,0,0,0,0,10,1,0.5877857997673676
110504,Logistics,South,Sales Outreach,SME_Growth,2,6,9,3,2,0,0,10,1,0.5877656034611468
119529,Professional Services,West,Paid Search,Travel_Corporate,3,4,2,0,0,0,0,10,1,0.5875779319255151
111939,Professional Services,East,Web,SME_Growth,3,5,7,0,4,0,0,10,1,0.5875102612760434
122296,Professional Services,West,Sales Outreach,Cashback_Business,2,6,4,5,2,0,0,10,1,0.5874409785463404
119932,Financial Services,South,Referral,Enterprise_Expansion,2,11,7,3,1,0,0,10,1,0.5872904547003612
109264,Retail,South,Email,Travel_Corporate,3,5,5,0,0,0,0,10,1,0.5872755270677819
114523,Manufacturing,East,Referral,Cashback_Business,2,0,4,0,4,0,0,10,1,0.5868940914781205
120890,Retail,West,Email,Startup_Accelerator,4,8,2,0,2,0,0,10,1,0.5865229669858032
100071,Professional Services,South,Social,Cashback_Business,2,8,1,1,0,0,0,10,1,0.5865223313118071
121519,Construction,East,Paid Search,Business_Premium,2,6,4,4,3,0,0,10,1,0.5863595175889452
113611,Education,East,Web,Business_Premium,3,3,5,0,1,0,0,10,1,0.5863033647964129
123984,Retail,East,Social,SME_Growth,3,10,5,0,4,0,0,10,1,0.58622545796191
119042,Logistics,East,Paid Search,SME_Growth,3,12,3,2,0,0,0,10,1,0.5860736895695684
116926,Construction,South,Referral,Travel_Corporate,4,4,8,1,2,0,0,10,1,0.5860726984889557
102417,Manufacturing,West,Social,Startup_Accelerator,2,15,5,3,1,0,0,10,1,0.586034703339138
122479,Construction,North,Email,SME_Growth,2,15,2,3,0,0,0,10,1,0.5860321771616139
121537,Healthcare,West,Email,Business_Premium,2,8,2,0,0,0,0,10,1,0.5859692195449147
115997,Education,West,Paid Search,Cashback_Business,3,11,1,0,1,0,0,10,1,0.5856723743093738
121285,Professional Services,East,Sales Outreach,Enterprise_Expansion,2,1,2,1,5,0,0,10,1,0.585519406635781
104391,Education,South,Sales Outreach,Cashback_Business,3,3,4,0,3,0,0,10,1,0.5853060667153586
111598,Manufacturing,East,Sales Outreach,SME_Growth,3,5,0,2,2,0,0,10,1,0.585234627465279
100998,Retail,South,Sales Outreach,Startup_Accelerator,3,6,8,0,2,0,0,10,1,0.5852317687960292
118610,Professional Services,North,Referral,Travel_Corporate,2,3,2,0,0,0,0,10,1,0.5851726748367113
116368,Logistics,West,Email,Business_Premium,2,14,6,0,0,0,0,10,1,0.5850214235825715
100640,Technology,North,Web,Enterprise_Expansion,4,6,6,1,0,0,0,10,1,0.5847213830052078
111591,Professional Services,West,Web,Business_Premium,3,3,2,1,0,0,0,10,1,0.5845896846276135
114095,Professional Services,East,Social,Travel_Corporate,3,8,2,3,0,0,0,10,1,0.5844457243812816
100154,Construction,South,Sales Outreach,Cashback_Business,2,10,7,1,4,0,0,10,1,0.5842896271061051
114608,Hospitality,North,Referral,Travel_Corporate,2,3,7,4,1,0,0,10,1,0.5842796880691754
124680,Hospitality,West,Social,Cashback_Business,2,4,5,3,5,0,0,10,1,0.5841652296982803
109853,Construction,South,Partner,Startup_Accelerator,2,11,10,1,2,0,0,10,1,0.5841161602226288
103227,Logistics,South,Paid Search,Startup_Accelerator,2,8,0,0,1,0,0,10,1,0.5840528140613698
122178,Manufacturing,North,Email,Startup_Accelerator,3,10,4,1,3,0,0,10,1,0.5837484714025722
116100,Healthcare,South,Paid Search,Startup_Accelerator,2,6,5,1,6,0,0,10,1,0.5836020353355506
120629,Construction,North,Partner,Business_Premium,2,8,1,1,6,0,0,10,1,0.58342985893277
123143,Professional Services,West,Sales Outreach,Cashback_Business,2,9,5,5,1,0,0,10,1,0.5834150987229141
109529,Technology,West,Sales Outreach,Travel_Corporate,2,8,1,4,4,0,0,10,1,0.5833777318236546
104155,Healthcare,West,Social,Startup_Accelerator,2,14,2,0,0,0,0,10,1,0.5832685457283843
118477,Logistics,North,Paid Search,Enterprise_Expansion,3,10,2,0,4,0,0,10,1,0.5831490355510434
108887,Manufacturing,West,Partner,Business_Premium,2,13,0,3,1,0,0,10,1,0.5830196096781226
111321,Manufacturing,West,Web,Cashback_Business,2,12,3,4,0,0,0,10,1,0.58239391157505
109362,Logistics,North,Paid Search,SME_Growth,3,3,6,1,2,0,0,10,1,0.5822801337113606
114219,Technology,East,Sales Outreach,Cashback_Business,3,6,6,4,2,0,0,10,1,0.5822401286509138
117408,Financial Services,South,Partner,Business_Premium,2,16,4,2,1,0,0,10,1,0.582163769645376
114863,Financial Services,North,Referral,Enterprise_Expansion,2,3,3,2,0,0,0,10,1,0.5821577711499591
102235,Construction,South,Email,Enterprise_Expansion,3,11,2,1,0,0,0,10,1,0.582143906073676
118109,Professional Services,West,Web,Business_Premium,2,5,5,5,0,0,0,10,1,0.5820771471478761
107369,Healthcare,East,Paid Search,Travel_Corporate,3,6,2,1,5,0,0,10,1,0.5819825069938349
106189,Manufacturing,East,Paid Search,SME_Growth,3,9,7,1,0,0,0,10,1,0.5818588250206806
119176,Technology,South,Email,Startup_Accelerator,2,9,4,2,5,0,0,10,1,0.5817113218965395
123383,Healthcare,North,Sales Outreach,SME_Growth,2,14,5,2,1,0,0,10,1,0.5816556591468782
110230,Healthcare,North,Email,Startup_Accelerator,2,8,1,2,0,0,0,10,1,0.5815134854302465
111053,Hospitality,North,Sales Outreach,Business_Premium,2,7,4,2,5,0,0,10,1,0.5814007931501888
110535,Manufacturing,North,Partner,Cashback_Business,2,12,1,4,2,0,0,10,1,0.5813479386920763
100024,Construction,East,Social,Startup_Accelerator,2,6,7,4,3,0,0,10,1,0.5813234251300509
113997,Financial Services,South,Paid Search,SME_Growth,4,8,5,1,4,0,0,10,1,0.5811130980990759
121475,Manufacturing,West,Paid Search,SME_Growth,2,7,7,0,5,0,0,10,1,0.5807997519841378
118618,Hospitality,South,Sales Outreach,Enterprise_Expansion,2,12,1,3,0,0,0,10,1,0.5807841809248168
124960,Construction,South,Paid Search,Business_Premium,2,10,1,1,5,0,0,10,1,0.5805327599683571
112056,Logistics,West,Email,Travel_Corporate,2,10,5,4,2,0,0,10,1,0.5804746063179702
117779,Construction,North,Partner,Business_Premium,2,6,8,3,4,0,0,10,1,0.580358082936139
113741,Manufacturing,North,Partner,Enterprise_Expansion,2,2,6,2,0,0,0,10,1,0.5802622673973401
106768,Logistics,North,Email,Business_Premium,2,7,5,0,5,0,0,10,1,0.5799517818239136
123913,Financial Services,West,Web,Travel_Corporate,2,5,4,1,7,0,0,10,1,0.5797887246011207
100607,Education,East,Web,Travel_Corporate,2,6,1,0,0,0,0,10,1,0.5796420961386155
118934,Retail,West,Paid Search,Startup_Accelerator,2,3,0,0,2,0,0,10,1,0.5796089186093271
112978,Logistics,West,Email,Enterprise_Expansion,2,9,7,3,0,0,0,10,1,0.5794336879426022
121365,Technology,North,Partner,Travel_Corporate,3,10,5,1,4,0,0,10,1,0.5793805624509639
117018,Financial Services,West,Sales Outreach,Startup_Accelerator,3,5,7,3,2,0,0,10,1,0.5790970622889092
107595,Education,West,Social,Enterprise_Expansion,2,2,7,0,2,0,0,10,1,0.578923601405967
118278,Professional Services,East,Sales Outreach,Cashback_Business,2,8,0,2,0,0,0,10,1,0.578861833028924
110403,Financial Services,West,Email,Enterprise_Expansion,3,4,6,2,0,0,0,10,1,0.5788455588468784
104514,Construction,South,Partner,Business_Premium,2,6,1,1,0,0,0,10,1,0.5783107466730734
123455,Retail,West,Email,Enterprise_Expansion,2,7,5,4,0,0,0,10,1,0.5781012903402603
105727,Financial Services,East,Partner,SME_Growth,2,5,7,4,0,0,0,10,1,0.5777965768065666
102537,Construction,East,Email,Startup_Accelerator,2,7,5,3,4,0,0,10,1,0.5776934197826303
116660,Education,West,Web,Enterprise_Expansion,2,9,2,0,5,0,0,10,1,0.5773490056276454
107324,Financial Services,South,Email,Travel_Corporate,2,10,7,0,4,0,0,10,1,0.5771241341734206
105545,Logistics,West,Partner,Enterprise_Expansion,2,2,6,4,2,0,0,10,1,0.5770675758320528
119138,Financial Services,North,Partner,Cashback_Business,2,9,0,2,5,0,0,10,1,0.576998093759416
122397,Financial Services,North,Referral,Business_Premium,2,3,6,4,1,0,0,10,1,0.5768803151151909
102998,Construction,South,Paid Search,Travel_Corporate,3,10,6,3,1,0,0,10,1,0.5767132583251386
119412,Construction,East,Partner,Cashback_Business,3,6,3,1,5,0,0,10,1,0.5760927967894497
116837,Healthcare,South,Partner,Cashback_Business,2,2,3,3,2,0,0,10,1,0.5759786023513701
104509,Technology,East,Sales Outreach,Startup_Accelerator,2,4,0,1,1,0,0,10,1,0.5759631456375979
109954,Manufacturing,West,Email,Enterprise_Expansion,2,2,4,3,0,0,0,10,1,0.5758345636525822
112423,Hospitality,West,Email,Cashback_Business,3,12,1,2,1,0,0,10,1,0.575742239121711
107707,Technology,East,Email,SME_Growth,2,10,0,1,0,0,0,10,1,0.5755682723422588
105521,Logistics,South,Email,Cashback_Business,2,6,3,5,2,0,0,10,1,0.5754846613738797
112660,Education,West,Email,Enterprise_Expansion,2,6,1,1,0,0,0,10,1,0.5751309338005134
111393,Education,North,Email,Business_Premium,2,4,6,0,4,0,0,10,1,0.5749941346245111
106361,Education,West,Social,Business_Premium,2,14,2,3,1,0,0,10,1,0.5745943801721294
107245,Technology,West,Paid Search,Business_Premium,2,2,8,3,1,0,0,10,1,0.5744843475707712
122299,Education,South,Email,Business_Premium,2,7,1,1,0,0,0,10,1,0.5743138576452755
102065,Education,East,Sales Outreach,Enterprise_Expansion,2,3,5,4,1,0,0,10,1,0.5742962764502444
107784,Education,West,Partner,SME_Growth,2,7,6,4,4,0,0,10,1,0.5741308863230005
112553,Technology,East,Paid Search,Enterprise_Expansion,2,9,2,4,3,0,0,10,1,0.574124171432702
107777,Hospitality,South,Web,Business_Premium,2,13,4,3,2,0,0,10,1,0.5741216724987102
112397,Hospitality,South,Social,Travel_Corporate,2,2,5,1,0,0,0,10,1,0.5741197015603248
107802,Logistics,West,Web,Cashback_Business,2,8,5,4,3,0,0,10,1,0.574113417124844
115786,Education,North,Sales Outreach,SME_Growth,3,2,5,1,1,0,0,10,1,0.5739660972177802
101546,Healthcare,South,Web,Business_Premium,2,14,5,0,2,0,0,10,1,0.5739493552946281
116102,Retail,West,Email,Cashback_Business,2,4,6,3,4,0,0,10,1,0.5737561294701011
103652,Education,East,Sales Outreach,Enterprise_Expansion,2,5,7,0,4,0,0,10,1,0.5737541065464061
109600,Hospitality,West,Partner,Enterprise_Expansion,2,11,5,1,5,0,0,10,1,0.5736414554385334
119250,Construction,North,Web,Cashback_Business,2,9,4,4,1,0,0,10,1,0.5735965753292473
123889,Logistics,East,Web,SME_Growth,2,7,2,0,0,0,0,10,1,0.5733197583227972
102272,Hospitality,North,Paid Search,Enterprise_Expansion,3,9,5,0,4,0,0,10,1,0.5732976793062297
106056,Hospitality,South,Referral,Startup_Accelerator,4,8,3,2,0,0,0,10,1,0.5731499449466738
104469,Hospitality,East,Email,Travel_Corporate,2,2,7,0,1,0,0,10,1,0.5730823610953705
103494,Manufacturing,North,Social,Enterprise_Expansion,2,6,0,2,0,0,0,10,1,0.5730324178176562
113977,Technology,West,Web,Enterprise_Expansion,2,5,9,2,4,0,0,10,1,0.5730034263354599
103403,Healthcare,North,Partner,Cashback_Business,2,4,8,2,0,0,0,10,1,0.5726990408154431
111238,Financial Services,East,Web,SME_Growth,2,8,3,4,4,0,0,10,1,0.5725862397638212
106181,Financial Services,East,Partner,Enterprise_Expansion,2,2,8,1,2,0,0,10,1,0.5720892897373984
103650,Technology,East,Social,Business_Premium,2,3,1,1,1,0,0,10,1,0.5719087589021461
124760,Healthcare,West,Email,Cashback_Business,0,4,6,8,6,0,0,0,1,0.6590739415339424
114731,Retail,West,Paid Search,Startup_Accelerator,1,8,1,5,6,0,0,0,1,0.6546615283502979
111524,Financial Services,South,Paid Search,Startup_Accelerator,1,10,8,1,7,0,0,0,1,0.6523044248176221
100173,Technology,West,Partner,Startup_Accelerator,1,14,8,6,1,0,0,0,1,0.6495391399136514
112759,Professional Services,South,Web,Cashback_Business,1,12,3,3,6,0,0,0,1,0.6491491684181258
107953,Construction,East,Referral,Travel_Corporate,0,15,5,5,5,0,0,0,1,0.6471006729925144
111714,Education,North,Referral,Travel_Corporate,1,8,9,4,5,0,0,0,1,0.6450920192826282
111869,Logistics,West,Sales Outreach,Business_Premium,1,6,8,2,7,0,0,0,1,0.6441358450941037
106710,Healthcare,North,Web,SME_Growth,0,2,10,3,6,0,0,0,1,0.643657790943393
124257,Construction,North,Sales Outreach,Business_Premium,0,10,7,4,10,0,0,0,1,0.6434691071655212
117563,Logistics,North,Email,Travel_Corporate,0,2,2,5,6,0,0,0,1,0.6411518875871818
108183,Hospitality,South,Email,Travel_Corporate,1,11,5,5,5,0,0,0,1,0.6409441704390291
104241,Hospitality,South,Sales Outreach,Travel_Corporate,0,14,5,3,6,0,0,0,1,0.6402153734951124
100920,Healthcare,South,Email,Enterprise_Expansion,1,2,5,4,6,0,0,0,1,0.6401570189111528
114417,Technology,North,Social,SME_Growth,1,5,3,5,8,0,0,0,1,0.6371688616296394
102172,Healthcare,South,Sales Outreach,Cashback_Business,0,3,7,4,7,0,0,0,1,0.6360199360836363
107913,Retail,North,Paid Search,Cashback_Business,1,11,2,3,7,0,0,0,1,0.6350369473389127
106563,Education,North,Email,SME_Growth,0,4,8,6,3,0,0,0,1,0.6350222171637079
112115,Technology,South,Paid Search,Business_Premium,1,7,9,1,7,0,0,0,1,0.6343710634219236
102651,Hospitality,West,Email,Business_Premium,1,10,4,6,5,0,0,0,1,0.6339478487273968
100190,Manufacturing,South,Email,Enterprise_Expansion,0,12,8,3,6,0,0,0,1,0.6328481508182316
111728,Manufacturing,South,Sales Outreach,Travel_Corporate,0,8,13,0,5,0,0,0,1,0.6327502475690691
102377,Education,North,Email,Travel_Corporate,1,9,4,4,8,0,0,0,1,0.6327273015784954
122613,Manufacturing,West,Social,Business_Premium,0,6,6,5,7,0,0,0,1,0.6327234207647686
108799,Healthcare,North,Social,Startup_Accelerator,1,14,2,0,9,0,0,0,1,0.6327067508213374
122591,Education,West,Web,Startup_Accelerator,0,15,8,4,4,0,0,0,1,0.6322973430491228
112086,Education,North,Sales Outreach,Enterprise_Expansion,1,9,4,4,6,0,0,0,1,0.6318900789060568
116039,Retail,North,Referral,Cashback_Business,1,5,2,5,6,0,0,0,1,0.6307494590134862
104965,Healthcare,East,Paid Search,Cashback_Business,1,12,6,7,1,0,0,0,1,0.6305961688842353
120609,Logistics,East,Email,Cashback_Business,1,8,7,1,7,0,0,0,1,0.6298272235990354
117437,Logistics,East,Email,SME_Growth,0,12,7,0,7,0,0,0,1,0.6283173863543897
117588,Retail,North,Sales Outreach,Cashback_Business,0,15,3,0,7,0,0,0,1,0.6264601630107287
114556,Financial Services,East,Sales Outreach,Business_Premium,0,12,7,5,0,0,0,0,1,0.6258890888979342
122661,Healthcare,East,Paid Search,Enterprise_Expansion,0,13,9,3,3,0,0,0,1,0.625748158827904
109207,Manufacturing,North,Partner,Enterprise_Expansion,0,14,4,0,7,0,0,0,1,0.6256239165902572
101808,Hospitality,West,Paid Search,SME_Growth,1,9,5,5,5,0,0,0,1,0.6249650264183323
100574,Construction,North,Social,SME_Growth,0,7,4,9,4,0,0,0,1,0.6239932044362718
108842,Construction,North,Sales Outreach,Startup_Accelerator,1,7,2,5,6,0,0,0,1,0.6237702447796777
123568,Retail,East,Social,Cashback_Business,0,7,9,0,7,0,0,0,1,0.6235857234396617
120169,Construction,South,Referral,Business_Premium,0,13,4,4,5,0,0,0,1,0.6230312343146865
124980,Logistics,East,Email,SME_Growth,1,12,2,3,7,0,0,0,1,0.6230157106515788
101696,Construction,East,Partner,SME_Growth,0,14,8,2,4,0,0,0,1,0.6226939517042133
101477,Financial Services,South,Paid Search,SME_Growth,1,13,1,5,2,0,0,0,1,0.6224954461164183
109368,Hospitality,South,Partner,Cashback_Business,0,13,1,5,3,0,0,0,1,0.6223863706825417
120998,Retail,South,Web,Startup_Accelerator,1,9,6,5,5,0,0,0,1,0.619856760981821
103628,Hospitality,South,Email,Enterprise_Expansion,1,3,7,3,7,0,0,0,1,0.6198397222372135
110506,Technology,West,Partner,Cashback_Business,0,17,4,4,0,0,0,0,1,0.6191419671649525
109136,Technology,West,Partner,Enterprise_Expansion,1,8,9,5,3,0,0,0,1,0.6191070245105543
124737,Hospitality,West,Sales Outreach,SME_Growth,0,6,9,7,1,0,0,0,1,0.6189122100787577
120838,Technology,East,Referral,Business_Premium,0,5,5,4,7,0,0,0,1,0.6187993839004892
115591,Construction,South,Email,Travel_Corporate,0,1,0,0,2,0,0,0,1,0.6179482602093799
112824,Professional Services,South,Partner,Travel_Corporate,0,7,8,0,7,0,0,0,1,0.6174279434405503
109493,Construction,North,Social,Cashback_Business,1,9,1,3,7,0,0,0,1,0.6173838780556151
109625,Professional Services,East,Partner,Enterprise_Expansion,1,15,6,0,6,0,0,0,1,0.6170599416602368
106979,Healthcare,North,Partner,Cashback_Business,1,7,6,5,5,0,0,0,1,0.6166377051330555
101850,Construction,South,Social,Business_Premium,0,8,5,5,6,0,0,0,1,0.6161805992561025
121854,Technology,West,Web,Startup_Accelerator,1,11,8,1,6,0,0,0,1,0.6159948437097151
123425,Manufacturing,South,Paid Search,Travel_Corporate,0,3,10,4,4,0,0,0,1,0.6154169181276703
101703,Retail,West,Paid Search,Startup_Accelerator,1,12,5,2,6,0,0,0,1,0.6153563976541557
100322,Retail,West,Partner,Startup_Accelerator,1,12,4,6,1,0,0,0,1,0.61528585240225
118813,Education,West,Web,Startup_Accelerator,0,13,8,2,5,0,0,0,1,0.6143898933175096
105865,Professional Services,East,Sales Outreach,Cashback_Business,1,7,7,6,3,0,0,0,1,0.614248804938968
121652,Technology,North,Web,Business_Premium,0,9,7,8,3,0,0,0,1,0.6138593943366566
106425,Retail,East,Partner,Travel_Corporate,1,12,2,5,3,0,0,0,1,0.6136810740107965
104372,Education,East,Paid Search,Cashback_Business,1,12,3,6,0,0,0,0,1,0.6134298713611478
119231,Healthcare,South,Partner,Business_Premium,1,14,6,5,2,0,0,0,1,0.613425057941276
103792,Manufacturing,North,Web,Business_Premium,1,3,0,0,0,0,0,0,1,0.6130241418995316
119727,Education,South,Paid Search,Business_Premium,1,10,9,5,1,0,0,0,1,0.6129933319664955
113130,Education,East,Paid Search,Enterprise_Expansion,0,6,0,8,2,0,0,0,1,0.6125553593385826
118588,Technology,North,Web,Startup_Accelerator,0,7,8,6,3,0,0,0,1,0.6122484798773852
100030,Construction,North,Web,Business_Premium,1,15,6,4,3,0,0,0,1,0.6120310479524306
112668,Education,North,Sales Outreach,Business_Premium,1,11,9,3,0,0,0,0,1,0.6120306496489001
118230,Hospitality,East,Email,Startup_Accelerator,1,14,8,2,0,0,0,0,1,0.6112559503727137
116580,Construction,East,Paid Search,Startup_Accelerator,1,7,4,8,4,0,0,0,1,0.6108427552760202
118775,Financial Services,North,Referral,Business_Premium,0,5,5,5,6,0,0,0,1,0.6102664650988171
112588,Healthcare,West,Partner,Cashback_Business,0,7,8,1,8,0,0,0,1,0.6102411122520851
111206,Logistics,North,Partner,Startup_Accelerator,0,5,10,4,4,0,0,0,1,0.6101616984963515
123398,Retail,East,Email,Cashback_Business,0,10,7,7,0,0,0,0,1,0.6100822421142789
101398,Financial Services,East,Partner,Enterprise_Expansion,1,8,2,5,5,0,0,0,1,0.6094633158450645
114251,Logistics,South,Web,Travel_Corporate,0,5,2,6,4,0,0,0,1,0.6094070319502034
113107,Healthcare,East,Email,Travel_Corporate,0,4,8,5,4,0,0,0,1,0.609325388797504
123786,Technology,North,Partner,Business_Premium,1,5,3,5,6,0,0,0,1,0.6092466803534825
109698,Logistics,South,Paid Search,Business_Premium,1,12,3,2,6,0,0,0,1,0.6088450547523248
116210,Education,West,Social,Startup_Accelerator,0,3,5,5,5,0,0,0,1,0.6086966103871723
121700,Financial Services,North,Email,Enterprise_Expansion,0,13,11,3,1,0,0,0,1,0.6082412952290667
106222,Professional Services,South,Paid Search,SME_Growth,0,5,11,1,6,0,0,0,1,0.6081513411047045
114689,Manufacturing,East,Sales Outreach,Cashback_Business,1,14,3,3,5,0,0,0,1,0.6080504607587293
103723,Construction,South,Email,Cashback_Business,0,14,7,4,3,0,0,0,1,0.6076629033052118
108126,Manufacturing,West,Partner,Business_Premium,0,13,2,5,3,0,0,0,1,0.6076514127576637
117639,Manufacturing,North,Paid Search,Business_Premium,0,8,4,3,8,0,0,0,1,0.6076439234964044
102637,Financial Services,North,Referral,Startup_Accelerator,0,9,9,5,2,0,0,0,1,0.6067992423337909
116526,Technology,South,Web,Travel_Corporate,1,11,4,4,5,0,0,0,1,0.606694527685421
119882,Financial Services,East,Paid Search,Startup_Accelerator,1,2,3,3,6,0,0,0,1,0.606510277165264
112561,Manufacturing,East,Partner,SME_Growth,0,11,6,5,4,0,0,0,1,0.6063160603744517
119589,Professional Services,West,Paid Search,Cashback_Business,0,10,4,2,8,0,0,0,1,0.6061817194745366
123292,Hospitality,North,Web,Startup_Accelerator,1,7,6,6,3,0,0,0,1,0.6058821074715858
111259,Logistics,East,Sales Outreach,Startup_Accelerator,1,11,6,1,6,0,0,0,1,0.6051752299736397
102770,Manufacturing,East,Paid Search,Startup_Accelerator,1,6,3,6,4,0,0,0,1,0.6051453121498563
122300,Logistics,East,Sales Outreach,SME_Growth,1,10,2,1,7,0,0,0,1,0.6050338145572002
102097,Manufacturing,East,Partner,Travel_Corporate,1,10,5,3,7,0,0,0,1,0.6046205928505342
118395,Manufacturing,West,Sales Outreach,Business_Premium,0,8,7,7,4,0,0,0,1,0.6043168171598876
119292,Financial Services,East,Partner,Travel_Corporate,0,10,10,3,4,0,0,0,1,0.6041305877713309
113258,Logistics,West,Referral,Enterprise_Expansion,0,3,6,2,7,0,0,0,1,0.6039487013306613
117646,Manufacturing,West,Sales Outreach,Cashback_Business,1,14,6,2,5,0,0,0,1,0.6037633330535155
100412,Professional Services,West,Paid Search,Enterprise_Expansion,0,4,3,3,8,0,0,0,1,0.6035238737138204
121765,Professional Services,South,Web,Business_Premium,0,15,9,3,3,0,0,0,1,0.6035101684668144
123010,Technology,North,Email,Business_Premium,1,9,6,6,0,0,0,0,1,0.6035056083044276
106570,Education,South,Paid Search,Business_Premium,1,10,2,5,5,0,0,0,1,0.6034609223026739
112670,Hospitality,South,Paid Search,Startup_Accelerator,0,4,7,0,7,0,0,0,1,0.6033882627849879
116905,Manufacturing,West,Paid Search,Startup_Accelerator,1,13,3,5,4,0,0,0,1,0.6033843236750898
113209,Construction,South,Social,Travel_Corporate,0,10,6,6,4,0,0,0,1,0.6032304125191683
121995,Education,West,Social,Travel_Corporate,0,3,1,5,5,0,0,0,1,0.6030856498025363
111402,Healthcare,West,Email,SME_Growth,0,11,7,5,3,0,0,0,1,0.6030308275929943
104905,Financial Services,East,Paid Search,Business_Premium,1,13,4,3,5,0,0,0,1,0.6027986476101278
108177,Manufacturing,East,Partner,Cashback_Business,1,4,5,6,3,0,0,0,1,0.6026054966914748
115034,Education,East,Partner,Travel_Corporate,0,12,9,3,4,0,0,0,1,0.6025904834910579
111375,Education,South,Paid Search,Cashback_Business,1,8,5,7,2,0,0,0,1,0.602586125212144
112986,Manufacturing,East,Web,Travel_Corporate,0,13,2,5,0,0,0,0,1,0.6024809481848575
124703,Technology,West,Partner,SME_Growth,1,9,6,4,6,0,0,0,1,0.6022254682601986
103171,Technology,South,Web,Cashback_Business,0,9,1,5,4,0,0,0,1,0.602022183554085
104773,Education,North,Paid Search,Cashback_Business,1,12,7,2,5,0,0,0,1,0.6018111888825682
115414,Retail,West,Sales Outreach,Cashback_Business,0,3,4,3,6,0,0,0,1,0.6017220227384906
101592,Retail,West,Social,Travel_Corporate,0,11,2,1,8,0,0,0,1,0.6017022714327086
123867,Financial Services,West,Web,Startup_Accelerator,0,8,7,2,7,0,0,0,1,0.6016262018082126
110263,Logistics,South,Paid Search,Cashback_Business,0,13,2,5,3,0,0,0,1,0.601608549229105
112279,Hospitality,South,Paid Search,Startup_Accelerator,1,7,7,6,1,0,0,0,1,0.6015579616131043
110362,Technology,West,Paid Search,Cashback_Business,1,6,10,4,1,0,0,0,1,0.6014931923341424
120494,Hospitality,East,Social,Cashback_Business,0,6,2,5,5,0,0,0,1,0.6011307783444931
108143,Retail,East,Sales Outreach,Startup_Accelerator,0,12,2,6,0,0,0,0,1,0.6011077454636888
122485,Healthcare,North,Partner,SME_Growth,1,4,0,7,2,0,0,0,1,0.6000257302961105
